21320420,58185,47303,381052,false,false,false,false,false
21320444,80642,84536,585241,false,false,false,false,false
21320742,29418,79350,816841,false,false,false,false,false
21321184,48524,93327,538426,false,false,false,false,false
21321261,13029,77171,960512,false,false,false,false,false
21321646,5832,32678,409736,false,false,false,false,false
21322224,9319,5734,"",false,false,false,false,false
21322584,696,69927,631192,false,false,false,false,false
21322826,13827,3826,598225,false,false,false,false,false
21322932,26765,47307,"",false,false,false,false,false
21323030,70454,16756,894379,false,false,false,false,false
21323154,17348,57594,645413,false,false,false,false,false
21323261,79698,33201,"",false,false,false,false,false
21323441,32076,23575,"",false,false,false,false,false
21323585,15371,42933,"",false,false,false,false,false
