21320798,41034,82466,"",false,false,false,false,false
21321096,95105,79636,457075,false,false,false,false,false
21321208,72386,15915,660569,false,false,false,false,false
21321425,72196,4429,36441,false,false,false,false,false
21321449,68953,10241,94234,false,false,false,false,false
21321507,38891,99110,"",false,false,false,false,false
21321654,20663,83722,978084,false,true,false,false,false
21322096,82370,23008,471479,false,false,false,false,false
21322336,21387,41714,287513,false,false,false,false,false
21322338,40591,57906,753336,false,false,false,false,false
21322515,94026,46257,728855,false,false,false,false,false
21323102,15333,91702,265859,false,false,false,false,false
21323503,49205,65249,"",false,false,false,false,false
21323535,17348,31451,"",false,false,false,false,false
21323541,8549,64703,"",false,false,false,false,false
