21321037,41537,29363,448268,false,false,false,false,false
21321376,12331,53990,197461,false,false,false,false,false
21321411,52663,163,71592,false,false,false,false,false
21321806,23582,62430,586995,false,false,false,false,false
21321886,49957,67424,924199,false,false,false,false,false
21321932,17348,78477,399834,false,false,false,false,false
21321998,65866,58974,504886,false,false,false,false,false
21322020,56500,15554,"",false,false,false,false,false
21322145,36107,60793,"",false,false,false,false,false
21322619,71378,9853,730313,false,false,false,false,false
21322815,11973,19952,463392,false,false,false,false,false
21322840,10707,15076,236825,false,false,false,false,false
21322949,88962,19418,250039,false,false,false,false,false
