21320457,22986,44362,122718,false,false,false,false,false
21320788,64192,132,568889,false,false,false,false,false
21321207,13772,26146,499914,false,false,false,false,false
21321274,69825,82744,432107,false,false,false,false,false
21321375,73234,24071,686897,false,false,false,false,false
21321584,53501,14213,796269,false,false,false,false,false
21321647,6880,3681,105091,false,false,false,false,false
21321743,95577,41872,613441,false,false,false,false,false
21322130,73480,34989,414193,false,false,false,false,false
21322236,66916,12212,311487,false,false,false,false,false
21322237,4129,2227,208138,false,false,false,false,false
21322357,5197,95794,"",false,false,false,false,false
21322706,5907,82622,969226,false,false,false,false,false
21322858,62052,28771,48458,false,false,false,false,false
21322934,96553,20913,183954,false,false,false,false,false
21323058,33192,34548,203134,false,false,false,false,false
21323218,39705,58152,"",false,false,false,false,false
21323562,26765,55918,"",false,false,false,false,false
