21320451,85243,3060,625590,false,false,false,false,false
21320464,18329,69540,516243,false,false,false,false,false
21320488,35579,60308,432356,false,false,false,false,false
21320553,58284,42806,601936,false,false,false,false,false
21320850,42075,45949,727228,false,false,false,false,false
21320987,63453,71391,966800,false,false,false,false,false
21321150,44037,27079,184693,false,false,false,false,false
21322039,98913,49150,779241,false,false,false,false,false
21322137,99021,34559,515695,false,false,false,false,false
21322759,58552,16465,"",false,false,false,false,false
21322796,6048,24871,"",false,false,false,false,false
21323439,17763,14207,"",false,false,false,false,false
