21320519,30681,16236,"",false,false,false,false,false
21320755,84546,55544,503714,false,false,false,false,false
21321081,78306,51896,329905,false,false,false,false,false
21321301,22011,73362,733420,false,false,false,false,false
21321334,93881,77276,246277,false,false,false,false,false
21321697,82613,75487,103121,false,false,false,false,false
21321832,38302,54460,"",false,false,false,false,false
21322012,37654,49508,19478,false,false,false,false,false
21322094,64372,93109,994391,false,false,false,false,false
21322937,12063,68575,"",false,false,false,false,false
21323028,89888,88617,"",false,false,false,false,false
21323045,30264,31780,371173,false,false,false,false,false
21323219,36929,92926,"",false,false,false,false,false
21323398,61530,23391,"",false,false,false,false,false
21323489,15140,31492,"",false,false,false,false,false
21323560,88549,20595,"",false,false,false,false,false
