21321205,5753,90148,967207,false,false,false,false,false
21321485,4705,91637,563499,true,true,false,false,false
21321908,33192,34548,203134,false,false,false,false,false
21321919,15315,14561,808032,false,false,false,false,false
21322230,22906,63793,127393,false,false,false,false,false
21322340,49205,32861,"",false,false,false,false,false
21322365,15572,33181,818064,false,false,false,false,false
21322377,47703,68954,723355,false,false,false,false,false
21322495,63983,4710,"",false,false,false,false,false
21322536,59539,54983,29134,false,false,false,false,false
21322777,68912,30295,135010,false,false,false,false,false
21323078,76038,54395,504297,false,false,false,false,false
21323133,49205,9335,"",false,false,false,false,false
21323160,93881,6909,"",false,false,false,false,false
21323297,43078,88003,"",false,false,false,false,false
21323332,26981,1703,"",false,false,false,false,false
21323432,92835,37125,"",false,false,false,false,false
21323534,59324,56052,"",false,false,false,false,false
21323579,656,79226,"",false,false,false,false,false
