21320511,17275,7695,223682,false,true,false,false,false
21320514,59566,32737,584639,false,false,false,false,false
21320754,48812,46455,399188,false,false,false,false,false
21320842,38455,19335,492346,false,false,false,false,false
21320928,6596,48141,487224,false,false,false,false,false
21321361,62956,28115,"",false,false,false,false,false
21321779,341,45904,400593,false,false,false,false,false
21321888,24340,52003,"",false,false,false,false,false
21322100,74433,46951,"",false,false,false,false,false
21322560,79698,2686,286704,false,false,false,false,false
21322605,31960,95855,83641,false,false,false,false,false
21322935,59348,79333,547000,false,false,false,false,false
21322989,56710,18411,915854,false,false,false,false,false
21323041,11863,87990,780045,false,false,false,false,false
21323054,63526,27950,897950,false,false,false,false,false
21323248,36411,56092,"",false,false,false,false,false
21323498,3194,65676,"",false,false,false,false,false
