21320486,27220,9005,"",false,false,false,false,false
21320768,28336,68196,646279,false,false,false,false,false
21321437,76196,41351,583469,false,false,false,false,false
21321478,69117,93546,120914,false,false,false,false,false
21321805,79266,5537,347138,false,false,false,false,false
21321830,93881,72962,337977,false,false,false,false,false
21321850,56163,57879,49741,false,false,false,false,false
21322485,82991,91080,158786,false,false,false,false,false
21322544,33167,89071,"",false,false,false,false,false
21322553,99379,97949,"",false,false,false,false,false
21322795,33192,34548,203134,false,false,false,false,false
21322831,53041,11452,274282,false,false,false,false,false
21323086,43275,35318,517454,false,false,false,false,false
21323093,83433,2243,738169,false,false,false,false,false
21323141,67715,11791,487691,false,false,false,false,false
21323596,17348,8,"",false,false,false,false,false
