21320491,96863,51465,474932,false,false,false,false,false
21320503,52165,24055,754820,false,false,false,false,false
21320625,5753,23204,554015,false,false,false,false,false
21321064,35601,19385,583932,false,false,false,false,false
21321399,83294,77451,"",false,false,false,false,false
21322076,39253,67519,262327,false,true,false,false,false
21322380,78620,31556,676959,false,false,false,false,false
21322426,82879,96402,289358,false,false,false,false,false
21322614,77695,57319,87691,false,false,false,false,false
21322718,53041,11452,274282,false,false,false,false,false
21322733,22385,89944,388198,false,false,false,false,false
21323018,92441,81510,735564,false,false,false,false,false
21323035,98259,23243,384820,false,false,false,false,false
21323352,12383,7297,"",false,false,false,false,false
21323546,71701,85483,"",false,false,false,false,false
