21320510,71175,45682,297512,false,false,false,false,false
21320555,74754,31598,451493,false,false,false,false,false
21321166,35610,35907,808506,false,false,false,false,false
21321528,60526,81594,551504,false,false,false,false,false
21321642,20263,67967,408663,false,false,false,false,false
21321645,6317,37427,393031,false,false,false,false,false
21321795,6880,86733,268193,false,false,false,false,false
21321800,16231,98869,166286,false,false,false,false,false
21321831,27633,25123,261953,false,false,false,false,false
21321898,52841,34335,"",false,false,false,false,false
21322095,49205,30570,926786,false,false,false,false,false
21322374,24714,87997,200830,false,false,false,false,false
21322597,60121,22443,657301,false,false,false,false,false
21322643,14023,74248,"",false,false,false,false,false
21322901,49205,34204,515514,false,false,false,false,false
21323002,93711,66618,860281,false,false,false,false,false
21323383,79698,55620,"",false,false,false,false,false
