21321255,95558,44280,743254,false,false,false,false,false
21321354,7954,57953,45961,false,false,false,false,false
21322122,33688,13229,907237,false,false,false,false,false
21322459,79938,50852,645870,false,false,false,false,false
21322467,39528,38900,"",false,false,false,false,false
21322622,49205,54116,856453,false,false,false,false,false
21322827,17304,40549,589777,false,false,false,false,false
21322839,53041,28218,174844,false,true,false,false,false
21322857,17666,73822,826602,false,false,false,false,false
21322933,56710,33958,793538,false,false,false,false,false
21323008,35743,43595,883039,false,false,false,false,false
21323349,49205,71248,"",false,false,false,false,false
21323575,82477,93012,"",false,false,false,false,false
21323592,50493,49581,"",false,false,false,false,false
