21320670,71670,89517,834859,false,false,false,false,false
21320743,46214,43347,963238,false,false,false,false,false
21321025,27089,70555,473547,false,false,false,false,false
21321060,48276,85199,457155,false,false,false,false,false
21321077,18149,77562,912283,false,false,false,false,false
21321163,44229,42211,"",false,false,false,false,false
21321501,55854,53850,20098,true,false,false,false,false
21321543,13827,54243,"",false,false,false,false,false
21321590,18329,47262,706958,false,false,false,false,false
21321606,37038,40010,766921,false,false,false,false,false
21321673,10936,41062,480497,false,false,false,false,false
21321754,60526,81594,401436,false,false,false,false,false
21321872,36605,94418,968580,false,false,false,false,false
21321952,99419,43345,479219,false,false,false,false,false
21322549,14006,30702,130700,false,false,false,false,false
21322804,62889,15606,361231,false,false,false,false,false
21322914,49919,78262,547440,true,true,false,false,false
21323136,60121,83281,"",false,false,false,false,false
21323504,92088,52579,"",false,false,false,false,false
21323520,93225,51571,"",false,false,false,false,false
21323581,50653,73854,"",false,false,false,false,false
