21320499,84078,83604,211968,false,false,false,false,false
21320746,84159,93786,822152,false,false,false,false,false
21320786,4477,3601,117728,false,false,false,false,false
21321050,921,49135,27884,false,false,false,false,false
21321082,15676,54976,"",false,false,false,false,false
21321206,73271,81164,835213,true,false,false,false,false
21321621,14427,52201,106815,false,false,false,false,false
21321812,90098,60229,72909,false,false,false,false,false
21321916,59117,48983,948645,false,false,false,false,false
21321950,28103,39508,933619,false,false,false,false,false
21322050,4705,91637,563499,true,true,false,false,false
21323277,49919,11858,"",true,false,false,false,false
21323355,57589,67770,"",false,false,false,false,false
21323364,6112,23365,"",false,false,false,false,false
21323549,49205,57366,"",false,false,false,false,false
