21320475,90032,43608,423991,false,false,false,false,false
21320507,17275,11750,342890,false,true,false,false,false
21321055,31761,2204,"",false,false,false,false,false
21321443,11110,34172,488433,false,false,false,false,false
21321643,19569,67417,249786,false,false,false,false,false
21321777,9956,32635,599124,false,false,false,false,false
21321923,46837,27576,561023,false,false,false,false,false
21322000,67321,67794,25981,false,false,false,false,false
21322143,65728,5850,785914,false,false,false,false,false
21322192,87184,74772,755374,false,false,false,false,false
21322319,84548,33215,553176,false,false,false,false,false
21322376,42214,58059,328075,false,false,false,false,false
21322649,40051,64478,300719,false,false,false,false,false
21322812,44464,31379,771847,false,false,false,false,false
21322832,11580,42923,359269,false,false,false,false,false
21323098,89161,31883,"",false,false,false,false,false
21323127,33192,34548,2,false,false,false,false,false
21323305,81977,34612,"",false,false,false,false,false
21323413,25653,62660,"",false,false,false,false,false
21323586,63526,7536,"",false,false,false,false,false
