21320441,68953,10241,94234,false,false,false,false,false
21320492,7555,11067,591538,false,false,false,false,false
21320534,30308,79528,991276,false,false,false,false,false
21320954,29744,58195,166530,false,false,false,false,false
21320957,43387,18745,356108,false,false,false,false,false
21321775,5763,83258,427796,false,false,false,false,false
21322574,51319,97550,223753,false,false,false,false,false
21322624,95558,70198,730197,false,false,false,false,false
21323059,4039,74582,282594,false,false,false,false,false
21323082,10707,42433,952936,false,false,false,false,false
21323245,40591,52528,"",false,false,false,false,false
21323296,57903,39273,"",false,false,false,false,false
21323389,17348,63042,"",false,false,false,false,false
21323415,70899,69973,"",false,false,false,false,false
