21320400,47759,14777,"",false,false,false,false,false
21320445,64641,94988,797054,false,false,false,false,false
21320513,28647,34806,159488,false,false,false,false,false
21320590,29476,4414,"",false,false,false,false,false
21320859,15326,66979,81082,true,false,false,false,false
21321142,73271,7725,308950,true,true,false,false,false
21321483,55854,3584,707086,true,true,false,false,false
21321619,84887,31746,"",false,false,false,false,false
21321761,49205,77787,277486,false,false,false,false,false
21322265,14025,95404,919082,false,false,false,false,false
21322586,49205,26151,527931,false,false,false,false,false
21323025,15030,3807,542093,false,false,false,false,false
21323053,38710,25438,723554,false,false,false,false,false
21323273,88242,82527,"",false,false,false,false,false
21323282,4129,13251,"",false,false,false,false,false
21323308,65855,71002,"",false,false,false,false,false
21323310,49919,40595,"",true,false,false,false,false
21323382,217,6017,"",false,false,false,false,false
