21320669,73271,81164,835213,true,false,false,false,false
21320764,94544,59902,"",false,false,false,false,false
21320989,98040,74744,339410,false,false,false,false,false
21321052,90853,91765,779578,false,false,false,false,false
21321130,97291,9669,818443,false,false,false,false,false
21321385,24340,54488,627460,false,false,false,false,false
21321533,4705,91637,563499,true,true,false,false,false
21321598,34376,55405,54799,false,false,false,false,false
21321681,76196,98725,715212,false,false,false,false,false
21321693,89808,78815,279149,false,false,false,false,false
21321704,82428,84837,667092,false,false,false,false,false
21321845,82867,92034,314172,false,true,false,false,false
21322044,68953,68580,22394,false,false,false,false,false
21322127,75917,17929,960729,true,true,false,false,false
21322254,92089,69953,245842,false,false,false,false,false
21322369,7672,86431,894382,false,false,false,false,false
21322398,97631,79908,"",false,false,false,false,false
21322430,34434,30447,"",false,false,false,false,false
21322466,22612,15599,591870,false,false,false,false,false
21322778,77991,3344,426301,false,false,false,false,false
21323234,76725,97202,"",false,false,false,false,false
21323373,96757,1266,"",false,false,false,false,false
21323452,70405,43388,"",false,false,false,false,false
21323530,57964,50105,"",false,false,false,false,false
