21320411,56107,81152,486,false,true,false,false,false
21320547,7147,70568,834726,false,false,false,false,false
21320622,72723,79998,"",false,false,false,false,false
21320657,84382,17183,366469,false,false,false,false,false
21320813,44927,87048,"",true,false,false,false,false
21321333,50512,27542,539297,false,false,false,false,false
21321571,11202,88625,917833,false,false,false,false,false
21321577,78379,41578,304885,false,false,false,false,false
21321914,89802,50603,142304,false,false,false,false,false
21322630,82100,94446,68677,false,false,false,false,false
21322756,58552,38593,423842,false,false,false,false,false
21322911,59777,21988,864199,false,false,false,false,false
21323515,71701,20036,"",false,false,false,false,false
