21320502,44870,66026,238516,false,false,false,false,false
21320672,35769,32330,"",false,false,false,false,false
21320904,37651,7683,631318,false,false,false,false,false
21320951,13314,35542,274719,false,false,false,false,false
21321293,93354,69285,160857,false,false,false,false,false
21321569,32895,67681,797140,false,false,false,false,false
21321664,85528,4893,320310,false,false,false,false,false
21321740,21223,66642,112311,false,false,false,false,false
21321746,10297,67698,15182,false,false,false,false,false
21321781,4705,91637,563499,true,true,true,false,false
21321803,49205,44942,"",false,false,false,false,false
21321839,75917,17929,960729,true,true,false,false,false
21321891,78836,36654,"",false,false,false,false,false
21322154,34433,17851,947511,false,false,false,false,false
21322225,38337,40493,760682,true,false,false,false,false
21322455,91972,38890,990288,false,false,false,false,false
21322639,34434,55838,219818,false,false,false,false,false
21323370,41828,79495,"",false,false,false,false,false
